pmid;cuis
11297941;"[""C3816173:5"",""C1512571:1"",""C0205146:1"",""C0011155:1"",""C0450348:1"",""C0442739:1"",""C0026845:3"",""C0021665:8"",""C1709707:4"",""C1292721:2"",""C2926606:1"",""C0242694:5"",""C0225326:1"",""C0029391:1"",""C0026850:1"",""C0087111:1"",""C0021666:1"",""C0441722:2"",""C3714552:1"",""C3843708:1"",""C0542341:2"",""C0439272:1"",""C1416776:1"",""C0332155:3"",""C1510992:1"",""C1304649:4"",""C0518010:1"",""C0026846:3"",""C1442465:1"",""C0806909:1"",""C1522326:2"",""C0242692:3"",""C0037657:1"",""C0001554:6"",""C0552389:1"",""C1516240:1"",""C0030705:1"",""C0445542:1"",""C0205344:1"",""C1520412:1"",""C0042153:1"",""C0332232:1"",""C0582263:1"",""C0441729:2"",""C0022984:1"",""C1184148:1"",""C0205171:1"",""C0333607:8"",""C0043046:1"",""C0026809:8"",""C1306372:2""]"
16400051;"[""C1518422:1"",""C1300574:1"",""C0013264:1"",""C1704746:8"",""C0450348:1"",""C0001779:1"",""C0424679:1"",""C0271093:2"",""C0439165:1"",""C0450355:1"",""C1306372:1"",""C0750572:2"",""C0449851:5"",""C0028708:1"",""C0242739:1"",""C0450382:1"",""C1706907:1"",""C0332183:2"",""C1707478:1"",""C1948037:1"",""C0750729:1"",""C1442160:1"",""C1707689:1"",""C0012634:1"",""C0205127:1"",""C3842587:1"",""C0185125:1"",""C0231172:1"",""C0205448:1"",""C1423706:1"",""C1279919:1"",""C0030705:1"",""C0596473:1"",""C3842590:2"",""C1299586:1"",""C1274040:1"",""C2347946:1"",""C0547044:1"",""C1705241:1"",""C0005885:3"",""C0424612:2"",""C0556965:1"",""C0028754:5"",""C0043047:1"",""C0424680:1"",""C0008059:1"",""C2828008:1"",""C0242485:5"",""C1305855:1""]"
26013831;"[""C0439673:1"",""C0214222:1"",""C0027121:1"",""C0041368:1"",""C0410158:1"",""C1705242:1"",""C0231484:1"",""C0439272:1"",""C0087111:1"",""C0001554:2"",""C0026845:2"",""C0021760:1"",""C0013264:1"",""C0040300:1"",""C1628982:1"",""C2825142:1"",""C1701901:2"",""C0014442:1"",""C0205329:1"",""C3463820:1"",""C0332448:1"",""C0205263:1"",""C0333348:1"",""C0289507:1"",""C0031727:1"",""C0392756:2"",""C3815172:1"",""C0332174:1"",""C0041281:1"",""C1442465:1"",""C0332173:1"",""C1516240:1"",""C0439662:1"",""C0441767:2"",""C0206535:4"",""C0166033:1"",""C1141895:1"",""C1511545:1"",""C0118522:7"",""C0005910:1"",""C1274040:1"",""C0538674:2"",""C0163159:1"",""C1999216:1"",""C0205191:1"",""C0026809:1"",""C0442805:1"",""C0021368:5"",""C1870006:1"",""C0030705:1"",""C0242692:1"",""C0680227:1"",""C1513838:2"",""C0333607:2"",""C0079189:2"",""C0311404:1"",""C0242606:1"",""C0868945:1"",""C0580836:1"",""C0086582:1"",""C0007634:1""]"
10541573;"[""C1882348:1"",""C1420418:1"",""C0015780:3"",""C0205448:1"",""C0444916:2"",""C0205420:1"",""C0443299:1"",""C0449851:3"",""C0015295:6"",""C0015576:1"",""C1274040:1"",""C0086582:6"",""C1710082:2"",""C1446409:1"",""C0024264:2"",""C0005712:3"",""C0949635:2"",""C0013935:5"",""C0205450:1"",""C0032520:5"",""C0079399:1"",""C0007634:5"",""C0205451:5"",""C0443286:1"",""C0205447:3"",""C0205171:1"",""C1947986:1"",""C0547044:1"",""C0018684:1"",""C0013264:1"",""C0017260:1"",""C0030705:1"",""C1709450:1"",""C1414083:2"",""C1521871:1"",""C0037179:1"",""C0439858:1"",""C0680240:1"",""C0086142:1""]"
26555638;"[""C1274040:1"",""C0442805:1"",""C0036226:1"",""C1419779:2"",""C0031715:6"",""C0030705:1"",""C1413844:1"",""C0162772:1"",""C0392747:1"",""C3277906:2"",""C0005863:1"",""C0332148:1"",""C0439799:1"",""C0392756:2"",""C0314603:1"",""C0878544:1"",""C0596235:5"",""C0018787:2"",""C0013264:1"",""C0006685:1"",""C0025405:1"",""C0205177:2"",""C1706907:1"",""C1417239:1"",""C0524963:10"",""C2986594:2"",""C0205351:1"",""C0205171:1"",""C0206535:5"",""C1707478:1"",""C0003811:1"",""C0033268:3"",""C1881366:4"",""C2349975:1"",""C0449258:1"",""C1511726:1"",""C0030011:5"",""C0596981:1"",""C1003377:1"",""C0127400:1"",""C1628982:6"",""C0699748:1"",""C0332185:1"",""C0449851:1""]"
15802343;"[""C0489786:1"",""C0014272:2"",""C0547044:2"",""C0240526:1"",""C0013470:1"",""C3844595:1"",""C3843716:1"",""C0001675:1"",""C0424679:1"",""C2986479:1"",""C0392209:1"",""C0456645:2"",""C0271093:4"",""C0030705:8"",""C0392756:2"",""C1704243:1"",""C0005885:1"",""C0205393:1"",""C1299586:1"",""C1705241:1"",""C0439849:1"",""C0006781:1"",""C1555622:5"",""C0150103:1"",""C1305855:1"",""C0549178:2"",""C0199470:1"",""C2603343:1"",""C0013264:2"",""C0006777:2"",""C3812881:1"",""C0348078:1"",""C1512899:2"",""C0001779:1""]"
26582133;"[""C1522138:1"",""C0332197:2"",""C0205307:1"",""C0012984:2"",""C0205082:1"",""C3640076:1"",""C0920472:1"",""C0026882:1"",""C1855585:1"",""C0031437:1"",""C0017337:2"",""C0449445:1"",""C0012634:1"",""C0026850:2"",""C0039796:1"",""C2698903:3"",""C0442805:1"",""C1704735:1"",""C1155452:1"",""C0079259:1"",""C1522492:1"",""C0324430:1"",""C0392760:1"",""C0205171:1"",""C1280519:1"",""C1511501:1"",""C0558024:1"",""C2945599:1"",""C0013264:1"",""C0205197:1"",""C0205393:1"",""C0205245:1"",""C1414083:4"",""C0333607:1"",""C0870809:1"",""C1511726:1"",""C0087111:2"",""C1521840:2"",""C0752248:1"",""C0086982:1"",""C0026845:2"",""C0205309:1"",""C0205448:1""]"
18853462;"[""C0031437:1"",""C0560435:1"",""C0205450:1"",""C2707008:1"",""C0017428:1"",""C2003903:2"",""C0917713:1"",""C0449445:1"",""C0205147:1"",""C1414083:1"",""C0443211:1"",""C0750492:1"",""C0040649:2"",""C0035695:1"",""C0017261:2"",""C0205449:1"",""C0314603:2"",""C2745945:3"",""C0079380:1"",""C0599755:1"",""C0030705:3"",""C0035668:3"",""C0015295:2"",""C0205172:1"",""C0033684:1"",""C2717879:1"",""C0868928:1"",""C0687676:1"",""C1519614:1"",""C0080089:4"",""C0205169:1"",""C1446409:3"",""C0026882:1"",""C1522138:1"",""C0441471:1"",""C1280500:1"",""C0441889:1"",""C0205210:1"",""C1514873:1"",""C1515364:1"",""C0441712:1"",""C3842590:1"",""C1855585:1"",""C0872262:1"",""C3854082:2"",""C1511760:1"",""C0332597:4"",""C0443264:1""]"
16122626;"[""C1701901:1"",""C0085732:1"",""C0003233:1"",""C0013264:1"",""C1518422:2"",""C1881379:1"",""C0039872:1"",""C3843353:1"",""C0007589:1"",""C3854019:3"",""C0332157:1"",""C0040223:1"",""C0002556:3"",""C0205171:1"",""C1280519:1"",""C2699751:2"",""C2603343:1"",""C1533691:1"",""C0205455:1"",""C1706839:1"",""C0162872:1"",""C0001554:2"",""C0544885:9"",""C0332219:1"",""C0332307:1"",""C0016030:1"",""C1274040:1"",""C1414083:8"",""C1705179:3"",""C0205108:1"",""C0017337:5"",""C0449913:2"",""C0017436:1"",""C1279901:1"",""C0030705:7"",""C0332452:1"",""C0332149:1"",""C0087111:3"",""C0013682:1"",""C1710492:2"",""C0949466:1"",""C0006556:1"",""C0206535:1"",""C1882348:1"",""C0242697:3"",""C0205166:1"",""C0442824:1""]"
26926354;"[""C1561607:1"",""C1707478:1"",""C1511726:1"",""C1533716:1"",""C0035171:1"",""C0441889:1"",""C1708485:1"",""C1517526:1"",""C0231511:1"",""C0854477:1"",""C0030705:2"",""C0017710:3"",""C0683954:1"",""C0543467:6"",""C0019994:1"",""C0449258:2"",""C0392756:2"",""C0013264:1"",""C0205548:1"",""C0449438:1"",""C0010362:1"",""C0410698:1"",""C0449851:1"",""C0425943:1"",""C0011298:1"",""C1521828:2"",""C0332185:1"",""C2603343:7"",""C0439234:2"",""C0087111:3"",""C0520511:1"",""C1706907:1"",""C2948600:1"",""C0450429:1"",""C0009667:1"",""C0332464:1"",""C0205786:1"",""C0439531:9"",""C1881839:1"",""C0456603:1"",""C2347026:1"",""C0001779:1"",""C0036439:3"",""C3278509:3"",""C1881878:1"",""C0034036:5"",""C0021562:1"",""C1521970:1"",""C0599755:1"",""C0086582:2"",""C0237881:1""]"
10641693;"[""C0750482:1"",""C0205450:1"",""C0205171:1"",""C0442760:1"",""C0205210:1"",""C0016928:1"",""C0871421:2"",""C3806283:1"",""C1708943:1"",""C0023216:2"",""C0945826:1"",""C0870221:5"",""C0205393:1"",""C0016658:5"",""C1883708:1"",""C0080331:1"",""C1517945:2"",""C0005938:3"",""C3828842:1"",""C3533236:2"",""C0439808:1"",""C0024091:1"",""C0686907:1"",""C1279919:1"",""C3541329:1"",""C0205307:1"",""C0183683:1"",""C0029456:1"",""C0392760:1"",""C0262431:1"",""C0871420:1"",""C0205455:1"",""C0013264:2"",""C0001779:1"",""C0448190:1"",""C2926606:1"",""C0001175:1"",""C0439849:1"",""C0040223:1""]"
25468897;"[""C0185125:1"",""C0205460:2"",""C1622990:1"",""C0449445:1"",""C0205420:1"",""C0301869:1"",""C1414083:1"",""C1515655:2"",""C1332013:1"",""C0016884:1"",""C0205393:1"",""C0347980:1"",""C1413336:2"",""C1160466:2"",""C0443299:1"",""C1849235:3"",""C0441655:1"",""C0027361:1"",""C0017337:1"",""C0205177:1"",""C1314680:2"",""C0002482:1"",""C3245505:1"",""C0162326:1"",""C1881903:1"",""C0040880:1"",""C0205448:3"",""C0205770:7"",""C0013264:1"",""C0220814:1"",""C1280519:2"",""C0026661:2"",""C0028953:3"",""C0012634:1"",""C0007447:1"",""C0015295:3"",""C2936295:1"",""C1705242:1"",""C0042153:1"",""C2936243:1"",""C0032854:1"",""C0849355:1"",""C0205171:4"",""C1521840:3"",""C1839839:1"",""C0560435:1"",""C2986594:2"",""C0205447:1"",""C0039796:2""]"
12537358;"[""C0205352:1"",""C0012854:2"",""C0205171:1"",""C1518422:1"",""C0013855:2"",""C0237868:1"",""C0439799:2"",""C0011900:1"",""C2346866:1"",""C0137758:1"",""C0449851:1"",""C0920585:3"",""C0598352:2"",""C0597256:1"",""C0449913:1"",""C0032865:1"",""C0036679:2"",""C0032521:2"",""C0443220:1"",""C0005971:2"",""C0302908:1"",""C1947931:1"",""C0026850:1"",""C1513380:1"",""C0205314:1"",""C0180153:1"",""C0678571:1"",""C1705182:1"",""C0020205:1"",""C0010823:1"",""C0449830:1"",""C0597198:1"",""C1709634:1"",""C0443299:1"",""C1521738:1"",""C1517945:1"",""C0370003:1"",""C0025080:1"",""C0013812:3"",""C0205250:2"",""C0449445:1"",""C0006353:1"",""C0808080:1""]"
22876130;"[""C0205309:1"",""C1269765:1"",""C1519249:1"",""C0231290:1"",""C1274040:1"",""C0917792:1"",""C3665492:1"",""C0018784:1"",""C0314603:2"",""C0015127:1"",""C0018591:1"",""C1707478:1"",""C0021920:1"",""C2827424:1"",""C0445247:1"",""C0206415:1"",""C3494189:1"",""C0182400:1"",""C0015392:1"",""C0370003:1"",""C0011900:1"",""C0178492:1"",""C2010895:1"",""C1285529:2"",""C1417172:2"",""C0017446:1"",""C3266898:1"",""C0027361:2"",""C1414083:1"",""C0030705:1"",""C0018494:1"",""C0449851:2"",""C0178913:1"",""C0392760:1"",""C1420317:2"",""C0205448:1"",""C1414263:2"",""C0205171:1"",""C3845273:2"",""C3179032:1"",""C1519302:1"",""C2750457:1"",""C1123023:1"",""C0012854:1"",""C1414261:7"",""C2985438:2"",""C0205447:3"",""C1420248:1"",""C0205409:1"",""C0205454:1"",""C0017337:2"",""C2700400:1"",""C2603343:3"",""C3272453:1"",""C0015576:7"",""C1334043:1"",""C1708726:2"",""C0179400:1"",""C1420267:1"",""C0017431:1"",""C0015295:2"",""C1511760:2"",""C0012634:1"",""C0936012:1"",""C1335192:1"",""C0013264:1"",""C0150312:1"",""C1845977:1"",""C0026882:5""]"
22095564;"[""C1519249:2"",""C1517938:1"",""C0013264:1"",""C0600401:1"",""C0015127:1"",""C1707959:1"",""C0026879:2"",""C0332185:1"",""C0205177:1"",""C0205263:1"",""C0205171:1"",""C1444754:1"",""C1556094:1"",""C1160185:3"",""C1947931:1"",""C0332148:1"",""C0086597:1"",""C0162326:1"",""C0681841:1"",""C0017337:2"",""C0086418:1"",""C0019247:1"",""C0205117:1"",""C1514925:1"",""C0887909:1"",""C0332183:1"",""C1414083:2"",""C1279901:1"",""C0017428:2"",""C0205132:1"",""C0205250:1"",""C0443225:1"",""C0220814:1"",""C0441587:2"",""C1269909:1"",""C0035668:1"",""C0205314:2"",""C0008666:2"",""C1520396:2"",""C0017429:1"",""C0086582:1"",""C1516365:1"",""C3840667:5"",""C0012634:1"",""C0021107:2"",""C1519595:1"",""C0205103:1""]"
19420150;"[""C0449719:1"",""C0027868:1"",""C0178987:2"",""C2728259:1"",""C0449450:1"",""C0332181:1"",""C0013264:1"",""C1979768:1"",""C3830166:1"",""C0086047:1"",""C0449297:2""]"
23093855;"[""C0549177:1"",""C1414083:2"",""C1710422:2"",""C0242692:1"",""C0011155:1"",""C0205314:1"",""C0001779:4"",""C0699810:1"",""C1515926:1"",""C0033684:2"",""C0059017:1"",""C1335499:1"",""C0205122:1"",""C0026832:1"",""C0034348:1"",""C0439230:1"",""C1512196:1"",""C1839839:5"",""C0020985:1"",""C0750484:1"",""C0751973:1"",""C0038951:1"",""C0175659:1"",""C0041197:1"",""C0205250:1"",""C1705920:1"",""C0599779:1"",""C0392747:1"",""C0443211:1"",""C0231337:1"",""C0206535:1"",""C3827682:1"",""C0178587:1"",""C0017337:1"",""C0021212:1"",""C0013264:1"",""C0205094:2"",""C0332453:1"",""C1707455:1"",""C1705938:1"",""C0026339:1"",""C0872252:1"",""C0332183:1"",""C0027540:1"",""C0026845:5"",""C0439849:2"",""C0700321:1"",""C1704257:1"",""C3245505:1"",""C0035168:1"",""C0005516:1"",""C1701901:1"",""C0007028:1"",""C0031437:1"",""C0026850:2"",""C0018850:1"",""C0333607:2"",""C0439231:1"",""C3244092:1"",""C0231335:1"",""C1514562:1"",""C0037813:1"",""C0442805:1"",""C0370003:1"",""C1333928:1"",""C0205396:1"",""C0205329:1"",""C0868945:1""]"
17439955;"[""C0086582:1"",""C0597535:2"",""C0750479:1"",""C0019409:1"",""C1510438:1"",""C0205454:1"",""C0205452:1"",""C0035647:1"",""C0205449:1"",""C0439810:1"",""C1521828:1"",""C0007634:2"",""C0018591:2"",""C0086142:1"",""C0017337:1"",""C3858758:1"",""C0032520:1"",""C0449445:1"",""C0015780:2"",""C0087136:2"",""C1418504:2"",""C0205171:3"",""C1519302:1"",""C0079399:1"",""C0439064:1"",""C0013935:2"",""C0332282:1"",""C0013264:1"",""C0596988:2"",""C0013135:1"",""C0679838:1"",""C1880156:1"",""C2347509:1"",""C1705542:1"",""C3869890:1"",""C2986417:1"",""C1514468:1"",""C0205197:1"",""C0024264:3"",""C0439178:1"",""C1521871:2"",""C0012854:1"",""C1710082:1"",""C2986416:1"",""C0015295:2"",""C1138434:1"",""C0015576:1"",""C0002085:2"",""C0205393:1"",""C1285573:1"",""C1999244:1"",""C2986490:1"",""C1412382:2"",""C0936012:1"",""C0005712:3"",""C0000379:3"",""C1414083:2"",""C0005516:1"",""C0679560:1"",""C0026882:3"",""C0037179:1""]"
25935398;"[""C1845977:1"",""C0023621:1"",""C0746923:1"",""C0205309:1"",""C2347858:1"",""C0015272:1"",""C1334523:1"",""C0814670:1"",""C0449258:1"",""C0699680:1"",""C1955333:1"",""C0021376:1"",""C3864998:1"",""C1704332:1"",""C1334146:1"",""C2603343:1"",""C0205314:1"",""C1511726:1"",""C0333607:6"",""C0205396:1"",""C0017337:6"",""C0001884:1"",""C0005910:1"",""C0205154:1"",""C0017262:1"",""C0018684:4"",""C1522410:1"",""C2347946:1"",""C1709061:7"",""C0205250:4"",""C0015350:1"",""C0026845:2"",""C1762617:2"",""C0013264:1"",""C1518422:1"",""C0033085:2"",""C1704259:1"",""C0026846:1"",""C1882071:9"",""C0242692:1"",""C1959595:1"",""C1880945:1"",""C0348080:1"",""C0332148:1"",""C1707489:1"",""C0439810:1"",""C1548966:2"",""C1420369:1"",""C1274040:1"",""C2347026:1"",""C0558024:1"",""C1707478:1"",""C1706907:1"",""C0012634:4"",""C0016059:1"",""C0005516:2"",""C0936012:1"",""C0449851:1"",""C1704675:2"",""C0043250:1"",""C0037791:1"",""C0449445:2"",""C1709450:2"",""C0205251:1"",""C0242485:1"",""C0002812:2""]"
18458097;"[""C0034964:1"",""C1521761:1"",""C3714596:1"",""C0521324:1"",""C0623362:1"",""C0026845:4"",""C0439849:1"",""C0003765:7"",""C0234958:1"",""C0079904:4"",""C0011155:1"",""C0021376:1"",""C0021368:2"",""C1280500:1"",""C0205177:2"",""C0172537:1"",""C0039796:1"",""C0205156:1"",""C0165519:1"",""C3245505:1"",""C0332185:1"",""C1414083:1"",""C0132555:1"",""C1517892:1"",""C1312044:1"",""C1710082:1"",""C0332453:1"",""C1839839:3"",""C1521991:1"",""C0449774:1"",""C1521840:1"",""C0907533:2"",""C3463820:1"",""C1513763:1"",""C1522240:1"",""C0333607:4"",""C0205266:1"",""C0042153:1"",""C0037083:3"",""C1292726:1"",""C1274040:2"",""C0013264:1"",""C0021760:1"",""C0439064:1"",""C0036208:2"",""C0115220:1"",""C0001554:1"",""C0010813:1"",""C2947019:1"",""C0851285:1"",""C2611812:1"",""C1883709:1"",""C0521447:1"",""C3158059:2"",""C0041368:1"",""C0025543:1"",""C0013216:1"",""C3151529:1"",""C2986594:1"",""C0021753:1"",""C0439858:1"",""C0333348:1"",""C0079189:1"",""C0087111:1"",""C0596901:1"",""C0040648:1"",""C0441471:2""]"
19473085;"[""C0332597:2"",""C0544885:1"",""C0443172:1"",""C0205171:2"",""C0314603:1"",""C0205456:1"",""C0521116:1"",""C3831015:1"",""C3494189:1"",""C0015295:5"",""C2825407:1"",""C3476803:6"",""C1517945:2"",""C1705764:1"",""C1556094:1"",""C0700321:1"",""C0332219:1"",""C0220908:1"",""C0336791:1"",""C1265611:3"",""C0011900:2"",""C1521871:2"",""C0205450:1"",""C0028630:3"",""C1414083:2"",""C0205447:2"",""C0017337:2"",""C0547044:1"",""C1516048:1"",""C0205448:2"",""C0442726:1"",""C0027778:2"",""C0205314:2"",""C2745945:2"",""C0205451:1"",""C1274040:1"",""C1518422:1"",""C3854080:1"",""C1511760:2"",""C0150904:1"",""C0449851:1"",""C0026882:4"",""C0030705:4"",""C0205393:1"",""C3258811:1"",""C1540289:1"",""C1514468:2"",""C0037179:2"",""C0917713:1""]"
15952989;"[""C1511726:1"",""C0332589:1"",""C0205452:1"",""C0040649:1"",""C1519614:1"",""C0150312:1"",""C0017337:1"",""C1705285:1"",""C1265611:1"",""C0185283:1"",""C0746939:1"",""C3845273:1"",""C0678594:1"",""C0871641:1"",""C2603343:1"",""C0241764:1"",""C0205210:1"",""C0035696:1"",""C0205250:1"",""C3816724:1"",""C0205160:2"",""C0026850:2"",""C0587081:1"",""C0542341:1"",""C0026882:3"",""C0150904:2"",""C0599755:1"",""C0033684:1"",""C1521991:1"",""C0205462:1"",""C0205453:1"",""C0205101:1"",""C0600493:1"",""C0444667:1"",""C0205449:1"",""C2712185:1"",""C0392756:3"",""C0079941:2"",""C0220922:1"",""C0035668:2"",""C0392762:1"",""C2985434:1"",""C2350877:1"",""C0205307:2"",""C0241889:1"",""C0700321:1"",""C0205314:1"",""C0683454:1"",""C0205393:1"",""C0917713:1"",""C2717879:1"",""C0332306:1"",""C1519478:1"",""C0016315:1"",""C0205197:1"",""C1519595:1"",""C0030705:5"",""C0162801:1"",""C1335439:1"",""C1414083:6"",""C0439509:1"",""C0205161:1""]"
25196721;"[""C1550332:1"",""C1274040:2"",""C0205245:1"",""C0205171:1"",""C0542341:2"",""C0013264:1"",""C0030705:2"",""C0441889:1"",""C0439230:1"",""C0517349:1"",""C0518031:3"",""C2362565:1"",""C1273870:2"",""C0556501:2"",""C1140618:2"",""C1280500:1"",""C1269078:3"",""C3853978:1"",""C0180748:2"",""C1711200:1"",""C0205172:1"",""C0449851:1"",""C0449820:1"",""C2603343:1"",""C1707478:1"",""C2348561:1"",""C2363430:2"",""C0015259:1"",""C0015576:1"",""C0150220:1"",""C0220931:2"",""C0441848:2"",""C0728887:1"",""C1293116:1"",""C2728259:1"",""C0205107:1"",""C1280519:1"",""C0080331:2""]"
19862979;"[""C0015780:3"",""C3869843:1"",""C3858758:1"",""C0015295:1"",""C1414083:2"",""C1707478:1"",""C2985478:1"",""C2985439:1"",""C0030761:1"",""C0205422:2"",""C0439810:1"",""C3715213:1"",""C3542021:1"",""C0017446:1"",""C1511760:3"",""C0337514:1"",""C3816499:1"",""C0150904:1"",""C1274040:1"",""C0336791:1"",""C0205171:1"",""C0026882:5"",""C0033053:5"",""C3179032:1"",""C0205451:1"",""C0449851:2"",""C0205448:2"",""C2745945:2"",""C3476803:3"",""C0456603:2"",""C0030705:4"",""C0026591:3"",""C1515568:1"",""C1518422:3"",""C0205453:1"",""C1305737:1"",""C0015576:7""]"
15990924;"[""C3844638:1"",""C0750572:1"",""C0439234:1"",""C0205170:1"",""C0333606:1"",""C0026850:2"",""C0680243:1"",""C0442802:1"",""C0000768:2"",""C0242606:3"",""C0086272:1"",""C0013264:1"",""C0333607:1"",""C0870809:2"",""C0679209:1"",""C0026845:2"",""C0178735:1"",""C0678594:1"",""C1414083:3"",""C0542341:2"",""C0205307:1"",""C1708726:1"",""C0003402:1"",""C1293116:2"",""C0205555:1"",""C1521761:1"",""C0205393:1"",""C0005516:1"",""C0206535:1"",""C0917713:1"",""C0036208:1"",""C1705535:1"",""C0205177:3"",""C0750729:1"",""C0441889:3"",""C0443211:1"",""C1704419:2"",""C0700364:1"",""C0311404:3"",""C1524031:1"",""C0851285:1"",""C1522240:2"",""C1515974:1"",""C3827682:1"",""C1511726:2"",""C1274040:1"",""C0004268:1"",""C0008633:1"",""C0439793:3"",""C3266814:3"",""C0907533:3"",""C0439064:1"",""C3276192:1"",""C0445247:1"",""C0030660:1"",""C0392756:1"",""C0026538:1"",""C1883709:3"",""C1705242:2"",""C0035028:1"",""C0026832:2"",""C0033684:2"",""C1280477:1"",""C0669368:1"",""C1272684:1"",""C0021399:1"",""C0087111:2"",""C1518422:1""]"
20503279;"[""C0242656:1"",""C3858758:1"",""C3842590:2"",""C0232021:1"",""C0042834:3"",""C0439531:1"",""C0205171:1"",""C0439165:1"",""C0013264:1"",""C1561566:3"",""C0521346:1"",""C1522577:1"",""C0205250:1"",""C0205307:2"",""C0042295:2"",""C0392756:1"",""C0445247:1"",""C0205447:1"",""C1306036:1"",""C0205179:1"",""C1962987:1"",""C1882327:3"",""C0012634:2"",""C1825598:1"",""C0442797:1"",""C0205172:1"",""C0439659:1"",""C2603343:1"",""C0543488:1"",""C1707478:1"",""C0205456:1"",""C0439234:8"",""C1637833:1"",""C1522602:1"",""C2363430:1"",""C0001779:2"",""C0040509:1"",""C0018270:1"",""C0457385:1"",""C0205390:2"",""C0870221:1"",""C0205245:2"",""C0023981:1"",""C1533716:1"",""C0332272:1"",""C0008059:1"",""C2948600:1""]"
19796077;"[""C0439590:1"",""C0231484:1"",""C1442461:1"",""C3842583:1"",""C0039796:1"",""C0038954:1"",""C3842586:1"",""C1533685:1"",""C0600688:1"",""C0439272:2"",""C0018801:1"",""C3828842:1"",""C0205307:1"",""C1828121:1"",""C3840786:1"",""C0021494:1"",""C0205171:1"",""C0206535:2"",""C0013264:1"",""C0026809:1"",""C0027061:1"",""C0205469:1"",""C1442765:1"",""C0439230:1"",""C0045143:2"",""C0205447:1"",""C1160466:1"",""C0030956:2"",""C0026845:4"",""C0205452:1"",""C0445550:1"",""C0205263:1"",""C3830527:1"",""C0872192:1"",""C1555307:1"",""C0596981:1"",""C0205321:1"",""C0332272:1"",""C1314680:1"",""C0332173:1"",""C0347980:1"",""C0521324:1"",""C0205177:1"",""C0018787:1"",""C0678812:1"",""C0205087:1"",""C0439166:1"",""C1414083:1"",""C0242612:1"",""C0743559:1"",""C0332206:1"",""C0220806:1"",""C0007634:1"",""C1881903:2"",""C0542341:1"",""C0079259:1"",""C0015295:1"",""C0080089:1"",""C0560435:1""]"
25859012;"[""C0002085:1"",""C0522501:1"",""C2346866:1"",""C2363430:1"",""C0683887:1"",""C0017337:1"",""C0017428:1"",""C1279919:1"",""C3658200:6"",""C0013264:1"",""C0033147:1"",""C1518422:2"",""C0205469:1"",""C0333668:1"",""C1280519:1"",""C0087111:1"",""C0549177:1"",""C0678940:1"",""C0011164:1"",""C1705920:1"",""C0015780:1"",""C0234958:1"",""C0033213:1"",""C0086418:4"",""C1521828:1"",""C0596981:1"",""C0012634:4"",""C1136375:1"",""C1332838:1"",""C0205345:1"",""C1517892:1"",""C0026848:1"",""C0026882:4"",""C2926606:1"",""C0026447:5"",""C1522492:1"",""C1414083:3"",""C1521840:3"",""C0086582:1"",""C0026850:1"",""C2939425:1"",""C0026845:1"",""C0599779:1""]"
27529242;"[""C0449445:1"",""C1882417:2"",""C0410158:1"",""C0750863:1"",""C1709846:1"",""C0936012:1"",""C0005516:2"",""C1533716:1"",""C1518422:1"",""C3242657:1"",""C0332268:1"",""C3827682:1"",""C0205250:1"",""C1708726:1"",""C1444641:1"",""C1519302:1"",""C0582205:1"",""C0015780:1"",""C0030705:1"",""C0018591:2"",""C0034772:1"",""C0026882:1"",""C1510438:2"",""C0005558:1"",""C1517892:1"",""C1414083:1"",""C0205449:2"",""C2986490:1"",""C0445542:1"",""C3245505:2"",""C0456205:1"",""C0443236:1"",""C1707478:1"",""C0546881:1"",""C0013264:1"",""C0205314:1"",""C0019426:5"",""C0205134:2"",""C0229671:2"",""C1706839:1"",""C1511790:1"",""C0750572:1"",""C0240339:1"",""C1709793:2"",""C1547039:1"",""C0027868:1"",""C0017382:2"",""C0205146:1"",""C0376690:2"",""C0017270:1"",""C0439673:1"",""C0868928:1"",""C0015576:1""]"
17211188;"[""C0333607:2"",""C0240421:1"",""C1511726:1"",""C0039152:1"",""C0015259:2"",""C0013264:1"",""C0449864:1"",""C0086418:1"",""C3245505:1"",""C0205251:1"",""C1548788:1"",""C1708715:1"",""C0026809:1"",""C0205177:1"",""C0205272:1"",""C0205391:1"",""C0588464:1"",""C3714552:1"",""C0231484:1"",""C1548787:1"",""C0332268:1"",""C1522240:1"",""C1883708:1"",""C0012984:1"",""C1511545:1""]"
18025940;"[""C0087111:1"",""C0010181:1"",""C0027617:4"",""C0010186:1"",""C1285529:1"",""C1825598:2"",""C0035150:1"",""C1446409:1"",""C0016884:1"",""C0030551:1"",""C1279919:1"",""C3245505:2"",""C0441889:1"",""C0008059:1"",""C1707959:1"",""C1511726:4"",""C2926606:1"",""C0577602:1"",""C0332185:1"",""C0205396:1"",""C0086582:1"",""C0220908:4"",""C1705117:1"",""C1514721:1"",""C0013264:7"",""C1710031:1"",""C1514307:1"",""C0205412:2"",""C3830395:1"",""C0684224:1"",""C0011900:1"",""C0021289:1"",""C0035647:2"",""C1301732:1"",""C0376554:1"",""C0205547:1"",""C0010287:1"",""C0332464:1"",""C0596473:1"",""C0205557:1"",""C0233820:1"",""C0205388:2"",""C1704686:1""]"
