pmid;cuis
27570057;"[""C0040223:1"",""C1839839:6"",""C0814225:1"",""C0001779:2"",""C1708067:1"",""C1261322:1"",""C0205164:1"",""C0238598:1"",""C0026882:1"",""C3714763:1"",""C0700321:1"",""C1442465:2"",""C2347026:1"",""C0206535:8"",""C0040227:1"",""C1883708:1"",""C0232079:2"",""C1701901:4"",""C0439231:1"",""C0725066:1"",""C0220825:1"",""C0205447:1"",""C1883559:1"",""C0039593:1"",""C0015127:1"",""C0449851:5"",""C1414083:3"",""C3827682:1"",""C1564874:1"",""C0013264:2"",""C0441722:9"",""C1442103:4"",""C0444706:2"",""C0205393:1"",""C1521970:1"",""C0086022:1"",""C0205171:1"",""C1704243:1"",""C0085672:2"",""C1520150:1"",""C0026845:4"",""C0011980:2"",""C0599779:1"",""C0030552:1"",""C1279038:16"",""C3245505:2"",""C0242485:1"",""C1274040:1"",""C0439230:1"",""C0449247:2"",""C3858758:2"",""C0205245:1"",""C0205329:1"",""C1517945:1"",""C2348792:1"",""C0750482:1"",""C0087111:3"",""C1412056:2"",""C0750729:1"",""C1515655:4"",""C0000857:1"",""C0333607:1"",""C1516048:2"",""C2346753:10"",""C2348480:6"",""C1285231:2"",""C0001554:1"",""C0678866:2"",""C0016059:3"",""C0042295:4"",""C0443172:2"",""C1883357:1"",""C0041618:4""]"
19455105;"[""C0026846:1"",""C0560435:5"",""C1520007:1"",""C0013264:1"",""C0205447:1"",""C1415634:1"",""C0028953:1"",""C0127400:1"",""C0019409:1"",""C0162464:3"",""C0025936:1"",""C1412056:1"",""C0205245:1"",""C1708726:1"",""C0449445:1"",""C2349975:1"",""C2603343:1"",""C1514562:1"",""C0332185:1"",""C2698650:1"",""C0392747:1"",""C0021492:1"",""C0035544:1"",""C3854080:1"",""C2827421:2"",""C0015295:5"",""C0336791:1"",""C0030705:1"",""C0005456:1"",""C1555307:1"",""C0332197:1"",""C1883254:1"",""C1622990:1"",""C0001417:1"",""C0185125:1"",""C0026882:1"",""C1514721:1"",""C0035709:2"",""C0868928:1"",""C0442335:1"",""C0001554:1"",""C0206243:1"",""C1280519:1"",""C0080089:1"",""C0033684:1"",""C0007634:1"",""C0442824:1"",""C0205145:1"",""C0205314:1"",""C0017337:1"",""C0039796:1"",""C0086418:1"",""C1533691:1"",""C1302234:1"",""C0439751:1"",""C1706276:1"",""C0205197:1"",""C0205393:1"",""C2610186:1"",""C1414083:3"",""C0332464:1"",""C1883559:1"",""C0079941:1"",""C1515655:2""]"
14609186;"[""C1964257:1"",""C0018802:1"",""C0917713:1"",""C0205449:1"",""C0205147:1"",""C3668940:1"",""C0332197:1"",""C1414083:2"",""C1514721:1"",""C0547040:1"",""C1710548:1"",""C0441712:1"",""C1705242:1"",""C0037047:1"",""C0012634:1"",""C0079259:1"",""C0263661:1"",""C1457869:1"",""C0017337:2"",""C2603343:1"",""C0026848:2"",""C0026882:1"",""C1853719:1"",""C0018787:2"",""C1551338:1"",""C0221099:1"",""C0205100:1"",""C1522138:1"",""C0026845:1"",""C0041095:1""]"
27161598;"[""C1511545:1"",""C0599856:2"",""C0686907:1"",""C2986594:1"",""C1414083:1"",""C0205393:1"",""C0039796:1"",""C1522138:1"",""C0205210:1"",""C1839839:1"",""C1314792:1"",""C0522510:1"",""C0205171:1"",""C0007634:1"",""C0013264:1"",""C0026809:1"",""C2926606:1"",""C0332185:2"",""C0302113:1"",""C1880177:1"",""C0221099:1"",""C0205102:1"",""C0449258:1"",""C0026846:1"",""C1522492:1"",""C0333607:1"",""C2728259:1"",""C1518422:1"",""C1280519:1"",""C0277785:2"",""C3178900:1"",""C3166194:1"",""C0001554:1"",""C0221284:1"",""C0332268:1"",""C0035168:2"",""C1413336:1"",""C0026850:1"",""C0085304:1""]"
25482253;"[""C0012634:3"",""C0205396:1"",""C0205448:1"",""C0439234:1"",""C0439831:1"",""C1522492:2"",""C0849355:1"",""C0868928:1"",""C1414083:3"",""C3714738:2"",""C0162735:2"",""C0871935:2"",""C1518422:1"",""C0205447:1"",""C0263214:1"",""C0015295:2"",""C1511790:2"",""C0450385:1"",""C1511760:7"",""C0205393:1"",""C0017337:3"",""C1517892:1"",""C1285529:1"",""C0332232:1"",""C3842590:1"",""C2603343:1"",""C0024501:2"",""C1881036:1"",""C0332454:1"",""C0015780:2"",""C0080089:3"",""C3494189:1"",""C3542021:1"",""C0042153:1"",""C1280519:2"",""C1705242:2"",""C0030705:3"",""C1513388:1"",""C0026405:2"",""C1515974:1"",""C0439603:1"",""C2745945:2"",""C0205210:2"",""C1548228:1"",""C3476803:4"",""C1744691:1"",""C1527428:1"",""C0520510:1"",""C0332597:7"",""C0019425:1"",""C0026882:4"",""C0011900:1""]"
23835890;"[""C0024091:1"",""C1510829:1"",""C1518422:1"",""C0205251:2"",""C1279919:1"",""C1282911:1"",""C0439810:1"",""C0814230:1"",""C1517741:1"",""C1707478:1"",""C2981279:1"",""C0102118:5"",""C2745945:2"",""C1510992:1"",""C0205104:1"",""C0018704:1"",""C0016658:1"",""C1293116:1"",""C0443172:1"",""C1510486:2"",""C1547647:1"",""C0037949:1"",""C0022122:3"",""C0001779:1"",""C0871421:5"",""C0030705:5"",""C3272283:1"",""C1273937:1"",""C0449851:1"",""C0017710:2"",""C1521798:2"",""C0220908:2"",""C2985505:1"",""C1280500:1"",""C3266069:1"",""C0026162:1"",""C0439234:1"",""C0680220:1""]"
19812031;"[""C1636779:2"",""C0007447:9"",""C0242692:3"",""C0445542:1"",""C1099354:3"",""C0392756:1"",""C0302590:1"",""C0242697:3"",""C0439799:6"",""C3653518:1"",""C1421168:5"",""C0851285:1"",""C0439849:1"",""C0079259:3"",""C2700400:1"",""C0449432:1"",""C0333607:1"",""C0439855:2"",""C1956036:2"",""C0293866:2"",""C1293132:1"",""C0567416:1"",""C3280683:1"",""C3540562:4"",""C0205224:1"",""C1521721:1"",""C1449957:1"",""C0596981:2"",""C0205250:1"",""C0439166:3"",""C0013264:1"",""C1167622:1"",""C0043799:6"",""C1420296:7"",""C0858952:2"",""C0332268:1"",""C1521991:1"",""C0040669:1"",""C0205307:1"",""C0036208:1"",""C1414083:3"",""C2603343:1"",""C0037083:2""]"
24859582;"[""C0333068:1"",""C0035171:1"",""C0040712:1"",""C1266909:2"",""C0150904:1"",""C0205210:2"",""C0043299:1"",""C1269765:1"",""C0205178:1"",""C0237881:1"",""C0205095:2"",""C0439780:1"",""C0868928:1"",""C0029468:4"",""C0441889:1"",""C2986411:1"",""C1846834:2"",""C0449851:1"",""C0728985:3"",""C0205129:1"",""C1517331:1"",""C1262869:1"",""C0543467:1"",""C0180459:2"",""C0684224:1"",""C0005971:1"",""C0917713:1"",""C0027530:3"",""C1522577:1"",""C0277786:1"",""C0332466:1"",""C2827421:1"",""C0205314:2"",""C0205094:1"",""C0016356:1"",""C0302142:2"",""C0333069:1"",""C0205145:2"",""C0030685:1"",""C0184661:1"",""C0439234:1"",""C1280500:1"",""C1707478:1"",""C0683469:2"",""C0185153:5"",""C1511726:1"",""C1293130:1"",""C0030705:6"",""C0587267:4"",""C0522501:1"",""C0446419:1"",""C0231448:1"",""C0333045:1"",""C1274040:2"",""C0231451:2"",""C1518422:1"",""C1517741:1"",""C0205449:1"",""C0008114:1"",""C0205156:1"",""C1880497:1"",""C1413227:2"",""C0553544:3"",""C0205143:3"",""C3812881:1"",""C0376554:1"",""C0179199:1"",""C1706907:1"",""C0026850:2""]"
25504048;"[""C0127400:1"",""C1523874:2"",""C1839839:2"",""C1280500:1"",""C0242210:1"",""C0012634:2"",""C0015350:1"",""C0036208:3"",""C1999228:1"",""C1705764:1"",""C0026845:1"",""C0022984:2"",""C0231186:1"",""C1701901:2"",""C2348205:1"",""C0115220:3"",""C0026882:1"",""C2346714:1"",""C1166829:1"",""C0332464:1"",""C0026809:2"",""C3840763:1"",""C0013264:1"",""C0439849:1"",""C0027869:1"",""C0441712:1"",""C1421412:7"",""C0442805:1"",""C1704241:1"",""C0017337:1"",""C0064634:1"",""C2986594:1"",""C0521115:1"",""C1517945:2"",""C1274040:1"",""C0021701:5"",""C1880177:1"",""C0669134:1"",""C1744691:1"",""C0206745:1"",""C1414083:4"",""C0162493:1"",""C1335865:4"",""C1882348:1"",""C1335144:1"",""C0039796:2"",""C0026850:3""]"
19065519;"[""C0205314:1"",""C0205419:1"",""C0205448:1"",""C0030705:4"",""C0600600:1"",""C0162735:2"",""C0017337:1"",""C0008562:1"",""C0449851:1"",""C3715152:1"",""C0026591:1"",""C0600493:1"",""C0205451:1"",""C0205309:1"",""C0205453:1"",""C1882348:1"",""C0033053:1"",""C1511760:2"",""C0332282:1"",""C0439673:1"",""C0596611:1"",""C0032529:1"",""C0015780:1"",""C0152035:1"",""C3830527:1"",""C1707478:1"",""C0015295:1"",""C1561491:1"",""C0013264:1"",""C1414083:2"",""C0442799:1"",""C0442025:1"",""C2745945:1"",""C0015576:2"",""C0021920:1"",""C0205447:1"",""C0017382:1"",""C1274040:1"",""C0332255:1""]"
10639204;"[""C0030705:6"",""C0205396:1"",""C1457887:2"",""C0522534:1"",""C1521761:1"",""C3714541:3"",""C0013264:1"",""C0162701:5"",""C0150479:1"",""C0392756:1"",""C1524062:1"",""C0205245:1"",""C3266812:1"",""C0205210:2"",""C0580836:1"",""C1335804:1"",""C0439234:1"",""C3245512:1"",""C0684224:1"",""C0549183:1"",""C1517331:1"",""C1519941:1"",""C1518422:3"",""C0008059:1"",""C0449820:1"",""C0030695:1"",""C0010362:1"",""C3842584:1"",""C0853673:1"",""C0872173:1"",""C0870221:3"",""C0037315:1"",""C0001779:1"",""C0439793:1"",""C0332183:1"",""C0205447:1"",""C0441833:1"",""C0449851:1"",""C0237881:1"",""C1826596:1"",""C0024119:1"",""C0014672:1"",""C0039593:1"",""C0006901:2"",""C0449243:1"",""C0473169:1"",""C0030054:1"",""C0020008:1"",""C0680240:1"",""C0022877:1"",""C2347472:1"",""C0018017:1"",""C0398353:1"",""C1274040:2"",""C2698651:1"",""C0037322:1"",""C0205082:1"",""C0013850:1"",""C0005800:1"",""C1882327:1"",""C1139730:1"",""C1555307:1"",""C0205456:1"",""C0205448:1"",""C1550501:1"",""C0234422:2"",""C0042295:1"",""C0205265:1""]"
17361541;"[""C0439234:1"",""C0205166:1"",""C1836348:1"",""C1456613:1"",""C0872180:1"",""C0020017:1"",""C0030705:2"",""C0205210:1"",""C1511760:1"",""C0237881:1"",""C0205451:1"",""C0205250:1"",""C2985439:1"",""C0205251:1"",""C2948600:1"",""C0010182:2"",""C0449445:1"",""C2316203:1"",""C0036397:1"",""C0439659:1"",""C1709707:1"",""C1527178:1"",""C1457887:1"",""C2745945:1"",""C0205099:1"",""C2603343:1"",""C1517526:1"",""C0439165:1"",""C0019994:1"",""C0242568:1""]"
10771899;"[""C0150312:1"",""C1522138:1"",""C0521116:1"",""C0026847:1"",""C0017337:2"",""C0454664:1"",""C0376554:1"",""C0725066:1"",""C0016667:1"",""C0205449:1"",""C0314604:1"",""C0027765:3"",""C1521991:1"",""C0013264:1"",""C2121080:1"",""C0018104:1"",""C0243098:1"",""C0021201:3"",""C0178784:1"",""C1547538:1"",""C0006104:1"",""C1561491:1"",""C0205172:2"",""C1880022:1"",""C2981279:1"",""C0017428:1"",""C0005574:1"",""C0205099:1"",""C1517741:1"",""C1704729:1"",""C1513388:3"",""C1280477:1""]"
11095710;"[""C1555307:1"",""C0017296:1"",""C3161035:1"",""C0314603:1"",""C0333607:1"",""C0547040:1"",""C1705492:1"",""C1280519:1"",""C0026882:1"",""C0205393:1"",""C0597535:1"",""C0205469:1"",""C1517499:1"",""C0596995:1"",""C0205266:1"",""C0449445:1"",""C0001417:1"",""C1412056:4"",""C1282910:1"",""C0886384:1"",""C0001554:1"",""C0442335:2"",""C0040732:1"",""C0205448:1"",""C0086860:1"",""C0332437:1"",""C1515655:1"",""C1839839:1"",""C0017354:1"",""C0206535:1"",""C0026848:1"",""C0205307:1"",""C1414083:4"",""C0185470:1"",""C0006556:1"",""C0001483:1"",""C0086582:1"",""C0205462:1"",""C0007603:2"",""C0439148:1"",""C0680220:1"",""C0127400:1"",""C0521116:1"",""C0026845:3"",""C0017337:3"",""C1522138:1"",""C0205172:1"",""C0205245:1"",""C0087111:1"",""C0205447:1"",""C0039796:1"",""C1449957:1"",""C0013264:1"",""C0442799:1""]"
18406573;"[""C1279919:3"",""C0439534:1"",""C0277785:1"",""C0677535:3"",""C0812409:1"",""C0332194:3"",""C2705716:1"",""C2603343:1"",""C0442761:1"",""C0442710:6"",""C0205246:1"",""C0024485:1"",""C0205127:4"",""C0205087:1"",""C1179866:3"",""C1708943:1"",""C0013264:1"",""C3841787:1"",""C0332185:1"",""C0018810:1"",""C0001779:2"",""C0449738:2"",""C1880497:2"",""C0013516:2"",""C0012000:4"",""C0086715:1"",""C2926606:1"",""C0225870:2"",""C0489485:1"",""C0205276:1"",""C0439234:3"",""C1511726:1"",""C0242485:2"",""C1517331:2"",""C0456178:2"",""C0750502:1"",""C3816446:1"",""C0205448:1"",""C0039155:4"",""C2948600:1"",""C1522577:1"",""C0205250:1"",""C1706907:1"",""C1522564:7"",""C0441833:1"",""C0205211:1"",""C1707478:1"",""C0332239:4"",""C1514721:1"",""C0439830:6"",""C0504035:1"",""C1522565:1"",""C0542341:4"",""C0237881:2"",""C0205091:1"",""C0442805:1"",""C1275506:1"",""C0205307:1"",""C0232164:1"",""C1521828:1"",""C0018787:1"",""C0030705:7"",""C0220901:1"",""C1274040:1"",""C0442038:2"",""C0442797:1"",""C1705242:1""]"
19760271;"[""C0439165:3"",""C1274040:1"",""C0205088:2"",""C0449851:1"",""C1632851:1"",""C0810533:1"",""C0005975:1"",""C2698651:1"",""C0009566:1"",""C0542560:6"",""C0205447:2"",""C1517942:1"",""C3842586:1"",""C0441835:9"",""C1279919:2"",""C0205448:1"",""C0854676:2"",""C0231448:1"",""C0728938:1"",""C0011119:1"",""C0849355:1"",""C1561607:1"",""C0442748:1"",""C0009458:1"",""C0332149:1"",""C3163616:1"",""C1518422:1"",""C0020205:3"",""C0456949:1"",""C0030797:3"",""C0348000:9"",""C0027552:1"",""C1705242:2"",""C0450346:1"",""C1306645:1"",""C0013264:1"",""C0441889:1"",""C0242808:2"",""C0030705:3"",""C0087136:1"",""C1517945:1"",""C0032787:1"",""C3494201:1"",""C0002903:1"",""C0205449:3"",""C0441848:3"",""C0456951:1"",""C0547044:3"",""C1527148:1"",""C0019080:4"",""C3242339:2"",""C0680738:1"",""C3245505:1"",""C0441833:7"",""C0032790:1"",""C0582026:1"",""C1961768:4"",""C0868928:2"",""C0543467:4"",""C0043241:2"",""C0576416:1"",""C0456605:1"",""C0521346:1"",""C1521798:2"",""C1627360:1"",""C0445204:1"",""C3813700:1"",""C3843710:1"",""C0001554:1"",""C0441983:1"",""C0442805:2"",""C0005847:1"",""C1510992:1"",""C1637833:2"",""C0449913:8"",""C0596473:1"",""C2827421:2"",""C0040223:1"",""C0205171:1"",""C0205134:2"",""C0035363:1"",""C1522577:1"",""C0441837:6"",""C0563192:2"",""C0205314:1"",""C0036439:2""]"
27759803;"[""C0680240:1"",""C0441463:1"",""C0175659:2"",""C0001779:1"",""C0870740:1"",""C1262869:1"",""C1280632:1"",""C0442821:1"",""C0426973:1"",""C0205453:1"",""C0205332:1"",""C0439099:1"",""C0205103:1"",""C2347026:1"",""C1829939:3"",""C0030705:2"",""C0018670:1"",""C0205171:1"",""C0439234:1"",""C0013264:1"",""C0441889:1"",""C1441506:1"",""C0679246:1"",""C0205177:1"",""C1261322:2"",""C0449820:2"",""C0205122:1"",""C0205250:1"",""C0010362:1"",""C0205172:1"",""C1707429:1"",""C0332272:1"",""C0426971:4"",""C2948600:1""]"
21333078;"[""C0240526:2"",""C0018787:2"",""C0443225:1"",""C0205454:1"",""C1997883:1"",""C0398353:1"",""C1709793:1"",""C0011546:1"",""C0806909:2"",""C0750492:2"",""C1274040:2"",""C0549178:3"",""C0598902:10"",""C0205171:1"",""C0018801:1"",""C0439234:2"",""C0030705:8"",""C1701901:1"",""C0702093:1"",""C1299582:1"",""C1306577:1"",""C3816446:1"",""C0010200:6"",""C0205447:1"",""C0042834:1"",""C0376558:2"",""C0442711:1"",""C1879745:1"",""C0857465:2"",""C0725066:1"",""C0444930:1"",""C0183683:1"",""C1706077:2"",""C0523807:2"",""C0025080:1"",""C0439227:1"",""C0001779:1"",""C0205452:1"",""C0521346:2"",""C1516240:1"",""C0042153:2"",""C3842588:1"",""C0449851:1"",""C0231940:1"",""C0038952:2"",""C1707478:1"",""C2926735:1"",""C0182117:1"",""C0015127:1"",""C0007012:1"",""C0332169:1"",""C0040591:1"",""C0231220:1"",""C0439673:1"",""C0013264:3"",""C0019993:2"",""C0035243:1"",""C0332287:2"",""C3715212:1"",""C1707491:1"",""C0021634:1""]"
24321374;"[""C0205329:1"",""C0027868:1"",""C0205351:2"",""C0015295:1"",""C0001554:1"",""C0011900:1"",""C0031327:1"",""C0870221:1"",""C0043143:1"",""C0936012:1"",""C0687676:1"",""C0547044:1"",""C0439064:1"",""C3886496:5"",""C1550501:2"",""C0947630:1"",""C0442805:1"",""C1519059:1"",""C0026882:2"",""C1517331:1"",""C1518422:4"",""C0013264:1"",""C1414083:2"",""C0205172:1"",""C0080089:1"",""C0237881:1"",""C0205374:1"",""C0752079:1"",""C0035696:1"",""C3151529:1"",""C0178602:7"",""C0599755:1"",""C0087136:2"",""C2985627:1"",""C0205450:1"",""C0036043:2"",""C0017337:1"",""C0033684:1"",""C1880022:1"",""C0079259:1"",""C0702240:1"",""C0443315:1"",""C1548635:1"",""C0332197:1"",""C0026661:1"",""C1514721:2"",""C2603343:1"",""C0015967:1"",""C0333348:1""]"
16135534;"[""C0001175:2"",""C0205082:1"",""C3839056:1"",""C0521346:1"",""C0205169:1"",""C3844638:1"",""C1706907:1"",""C0522498:1"",""C2603343:1"",""C0205329:1"",""C0030705:9"",""C0678594:1"",""C0013264:1"",""C0029355:1"",""C1317574:1"",""C0728831:1"",""C0205172:1"",""C0205101:1"",""C0036375:1"",""C0205088:1"",""C0086582:1"",""C0449851:1"",""C0205555:1"",""C1832072:1"",""C0181620:1"",""C0007294:1"",""C0442808:1"",""C2948600:1"",""C0449450:1"",""C1521761:1"",""C0001779:2"",""C1279941:1"",""C0419008:1"",""C3538928:1"",""C0040223:1"",""C0011065:3"",""C1999232:1"",""C1446409:1"",""C0587660:1"",""C0205447:2"",""C0439836:1"",""C3842553:1"",""C3715157:1"",""C0205476:2"",""C0015127:1"",""C0237881:1"",""C1964257:1"",""C0030551:1"",""C1830403:1"",""C0205458:1"",""C0237096:1"",""C1522508:1"",""C0231220:1"",""C2986411:1"",""C2584321:1"",""C0015780:1"",""C0580836:1"",""C1548787:1"",""C0452227:1"",""C0038452:1"",""C0205087:1"",""C0183683:1"",""C0205303:1"",""C0332183:3"",""C0033213:1"",""C0019994:1"",""C0241735:1"",""C3245478:1"",""C1299586:1"",""C0205225:1"",""C0001554:3"",""C0085537:1"",""C0725066:1"",""C1514923:1"",""C0237753:1"",""C0205455:1"",""C1707520:1"",""C0700597:1"",""C0001675:4"",""C0012634:1"",""C0205210:1"",""C1549071:2"",""C1707689:1"",""C0439234:1"",""C0205146:2"",""C0027552:2"",""C2347379:1"",""C0589339:1"",""C0221099:1"",""C0439531:2"",""C0205246:1""]"
15954985;"[""C1701901:1"",""C0242692:1"",""C0392756:1"",""C0205448:1"",""C0681814:1"",""C0026845:8"",""C0205177:1"",""C1306673:1"",""C2348205:1"",""C0449851:1"",""C0013264:1"",""C0333262:1"",""C0333607:1"",""C0439166:2"",""C0036226:6"",""C2948600:1"",""C0220806:1"",""C0599779:1"",""C0596235:9"",""C2926606:1"",""C0597298:2"",""C0580836:1"",""C1383501:1"",""C0225326:1"",""C0150103:1"",""C0439230:2"",""C1839839:4"",""C1518422:1"",""C0206535:2"",""C1999216:1"",""C0242694:2"",""C0001779:1"",""C0443172:1"",""C1705242:1"",""C0019868:1"",""C0205250:1"",""C0086418:1"",""C0456962:2"",""C1707478:1"",""C1274040:1"",""C0243144:3"",""C0547047:1"",""C1123023:1"",""C2603343:1"",""C1832073:1"",""C2346484:1"",""C0916181:1"",""C0439834:4"",""C1413662:3"",""C1184148:1"",""C0542341:1"",""C1527148:2"",""C0205307:1"",""C3816173:4"",""C0332174:1"",""C0333668:1"",""C1883708:1"",""C0056801:1"",""C0001476:2""]"
11694228;"[""C1521991:1"",""C0033053:1"",""C0019426:1"",""C0205164:1"",""C0392762:1"",""C0205171:1"",""C1548671:1"",""C0030351:1"",""C1414083:1"",""C0011900:1"",""C3179032:2"",""C0936012:1"",""C2986490:1"",""C0314653:1"",""C0005516:4"",""C0011011:1"",""C0015295:1"",""C0547044:1"",""C0012854:1"",""C0086282:1"",""C0205447:1"",""C0337514:1"",""C0015576:1"",""C0019904:1"",""C2603343:1"",""C0205448:1"",""C0522476:1"",""C0150312:1"",""C1518422:1"",""C0162326:1"",""C3869884:1"",""C0043381:1"",""C1442179:1"",""C1839238:1"",""C0015780:2"",""C1521871:1"",""C0002085:2"",""C1135241:1"",""C1274040:1""]"
14678803;"[""C2603343:1"",""C0439234:1"",""C0392360:1"",""C0205225:2"",""C0680727:1"",""C0035853:1"",""C0868928:1"",""C1273803:1"",""C3258257:1"",""C0021149:2"",""C0450380:1"",""C1517331:1"",""C0011318:1"",""C0205451:1"",""C1300196:3"",""C0199470:3"",""C0042153:2"",""C0524865:1"",""C0750492:1"",""C1293116:1"",""C1511726:1"",""C0038952:1"",""C1285529:1"",""C1444641:1"",""C1706077:1"",""C1705923:1"",""C1880496:1"",""C0030705:5"",""C0013264:4"",""C1709632:1"",""C3817553:2"",""C1550501:1"",""C1561607:1""]"
15145337;"[""C0150108:1"",""C0439509:1"",""C0038317:1"",""C0332232:1"",""C0013364:1"",""C0439064:1"",""C0007634:1"",""C0013264:2"",""C0031437:1"",""C0332464:1"",""C0017337:2"",""C0026882:3"",""C1518422:1"",""C2827758:1"",""C0162610:4"",""C0243071:1"",""C0234958:1"",""C0011155:1"",""C0042153:1"",""C0205198:1"",""C0032952:4"",""C0556981:1"",""C1280500:2"",""C1274040:1"",""C0085732:1"",""C0439834:1"",""C0038952:1"",""C1521840:1"",""C0026845:3"",""C0237753:1"",""C0003062:2"",""C0021368:1"",""C1305399:1"",""C1417574:1"",""C0454664:1"",""C0567416:2"",""C0030231:1"",""C3161035:2"",""C0205177:1"",""C0011164:2"",""C1636779:1"",""C3817553:1"",""C0336791:1"",""C1273390:1"",""C0456962:1"",""C1414083:4"",""C2827424:1"",""C1285231:1""]"
18327663;"[""C1519941:1"",""C0205191:1"",""C0027540:1"",""C3245505:1"",""C1512571:1"",""C0011155:2"",""C0087111:3"",""C0205172:2"",""C0026845:3"",""C0013227:1"",""C1883709:1"",""C0449445:1"",""C0086153:1"",""C0376558:1"",""C0179199:1"",""C0332306:1"",""C0205390:1"",""C0332149:1"",""C1705242:2"",""C0205410:1"",""C2827758:1"",""C0547044:1"",""C1279919:1"",""C0457385:1"",""C0333501:1"",""C0231484:1"",""C0007634:1"",""C0242692:1"",""C0333607:1"",""C0013264:1"",""C0205314:1"",""C1521840:1"",""C0205448:2"",""C0001675:2"",""C1414083:2"",""C0015259:1"",""C1521991:1"",""C0205125:1"",""C0441471:3""]"
12206810;"[""C0025519:1"",""C0026237:1"",""C0206535:1"",""C1704686:1"",""C0086045:1"",""C0332148:1"",""C0038435:2"",""C0599779:1"",""C1166829:1"",""C1154413:1"",""C0027540:1"",""C0205250:1"",""C1383501:3"",""C0162638:1"",""C2003941:1"",""C0702240:1"",""C0013227:1"",""C0332197:1"",""C0028128:1"",""C3539125:1"",""C0441471:1"",""C0332268:2"",""C1839839:2"",""C0025815:1"",""C0205171:1"",""C0013264:5"",""C0010286:1"",""C0542341:1"",""C0596235:4"",""C0242697:1"",""C0205191:1"",""C1414083:3"",""C1414120:1"",""C0087111:1"",""C0007634:1"",""C1515926:2"",""C0026845:1""]"
24068741;"[""C2986594:1"",""C0205088:1"",""C0014257:1"",""C1305957:2"",""C0007634:7"",""C0027051:1"",""C0150312:4"",""C3849882:3"",""C1704332:1"",""C1421412:4"",""C1881379:2"",""C0026809:1"",""C0024432:1"",""C0005516:2"",""C0027061:2"",""C0110613:1"",""C0205228:1"",""C0700364:1"",""C0439792:1"",""C0745777:1"",""C1883559:2"",""C0752120:2"",""C0001675:1"",""C0012634:1"",""C0549177:1"",""C0018787:10"",""C0199176:1"",""C3161035:1"",""C1417679:11"",""C0205314:1"",""C0920751:1"",""C0011696:2"",""C1515021:1"",""C0205227:1"",""C1518422:2"",""C0205087:1"",""C1636779:3"",""C1522406:4"",""C1839839:4"",""C0333607:1"",""C0225828:2"",""C1511726:1"",""C1514485:1"",""C1135918:1"",""C0001779:1"",""C0237753:1"",""C0038250:5"",""C0456389:1"",""C0205364:5"",""C1271630:1"",""C0007193:1"",""C1414083:3"",""C1279919:1"",""C0040732:1"",""C0013264:1""]"
15037714;"[""C0039593:1"",""C0517349:1"",""C0034656:2"",""C0087111:1"",""C3812881:1"",""C0599724:1"",""C0032042:1"",""C1274040:2"",""C0001927:3"",""C0205250:1"",""C0473169:1"",""C0030685:1"",""C0449820:1"",""C0046370:2"",""C0030705:2"",""C0175674:1"",""C0231449:1"",""C0205455:1"",""C0332174:1"",""C0022742:2"",""C0010366:1"",""C0870221:1"",""C1184148:2"",""C0013072:2"",""C0549177:1""]"
20638845;"[""C0456979:1"",""C0185283:1"",""C0549177:2"",""C1301820:2"",""C0085732:1"",""C0332232:1"",""C1709707:2"",""C0439165:2"",""C0225326:7"",""C0086418:2"",""C0205148:1"",""C0205172:1"",""C0026848:1"",""C0035173:1"",""C0175674:1"",""C2987124:2"",""C0599779:1"",""C3842330:1"",""C1704922:2"",""C0805586:1"",""C0242697:1"",""C1261322:1"",""C0456389:3"",""C0456962:2"",""C0010995:1"",""C0205231:1"",""C1304649:2"",""C0025914:1"",""C0237753:1"",""C0200760:1"",""C0552389:2"",""C0205146:2"",""C0242485:2"",""C2603343:1"",""C0220825:1"",""C0026845:1"",""C2348205:1"",""C1274040:2"",""C0449851:1""]"
26599341;"[""C0332181:1"",""C1707478:1"",""C0030705:11"",""C2745945:3"",""C0026845:1"",""C0151825:2"",""C0744425:1"",""C1522326:4"",""C0871421:1"",""C0013264:1"",""C3816446:1"",""C1293116:1"",""C0005938:1"",""C0246719:2"",""C0679782:1"",""C0080179:1"",""C1280541:1"",""C1704243:1"",""C1521828:1"",""C0033107:1"",""C0449851:1"",""C0332173:1"",""C2346711:1"",""C0024091:1"",""C1547647:1"",""C0599755:3"",""C0001688:2"",""C3816723:1"",""C0439231:1"",""C0332155:3"",""C0205448:1"",""C0087111:1"",""C1510486:1"",""C0439234:1"",""C0439603:1"",""C0347984:1"",""C0205451:1"",""C0442759:1"",""C0442027:2"",""C0012544:1"",""C0016658:2"",""C0205452:1"",""C0205449:1""]"
